id,shares,Usage
8140,3700,Public
8141,974,Private
8142,925,Private
8143,2700,Public
8144,695,Private
8145,1300,Private
8146,4500,Private
8147,23100,Private
8148,793,Private
8149,1700,Private
8150,879,Public
8151,4800,Public
8152,1500,Private
8153,6200,Public
8154,1600,Public
8155,2900,Public
8156,1800,Public
8157,1400,Public
8158,3100,Public
8159,6100,Private
8160,913,Private
8161,1200,Private
8162,674,Private
8163,1200,Private
8164,2000,Public
8165,807,Private
8166,1100,Public
8167,959,Private
8168,2000,Private
8169,2900,Public
8170,1400,Private
8171,780,Private
8172,521,Private
8173,1100,Public
8174,562,Private
8175,1400,Public
8176,532,Public
8177,6400,Public
8178,2500,Public
8179,974,Public
8180,8000,Private
8181,5200,Public
8182,1200,Private
8183,11300,Private
8184,1100,Private
8185,1800,Private
8186,919,Public
8187,884,Private
8188,1200,Private
8189,2400,Public
8190,3700,Public
8191,1200,Public
8192,752,Public
8193,1100,Private
8194,2800,Public
8195,532,Public
8196,4700,Public
8197,1700,Public
8198,1100,Public
8199,367,Public
8200,5800,Public
8201,2500,Private
8202,3800,Public
8203,3800,Private
8204,33400,Private
8205,1300,Private
8206,743,Private
8207,738,Public
8208,13100,Private
8209,1300,Private
8210,786,Private
8211,1100,Private
8212,1700,Public
8213,1400,Public
8214,1800,Public
8215,786,Private
8216,2000,Private
8217,1900,Public
8218,1400,Public
8219,17600,Private
8220,983,Public
8221,1500,Public
8222,846,Public
8223,822,Public
8224,1100,Public
8225,777,Public
8226,10200,Private
8227,1300,Private
8228,2900,Public
8229,1200,Private
8230,884,Private
8231,2400,Public
8232,2600,Private
8233,515,Private
8234,1100,Public
8235,15700,Public
8236,4200,Public
8237,669,Private
8238,1100,Private
8239,1100,Private
8240,100,Private
8241,5600,Public
8242,802,Public
8243,8000,Private
8244,1100,Private
8245,1200,Private
8246,1400,Private
8247,819,Private
8248,899,Private
8249,1400,Private
8250,2000,Public
8251,1600,Private
8252,3900,Public
8253,969,Private
8254,1200,Public
8255,2500,Public
8256,1200,Public
8257,690,Public
8258,1800,Public
8259,1300,Public
8260,3800,Private
8261,4100,Public
8262,1900,Private
8263,2200,Private
8264,728,Public
8265,2700,Private
8266,18600,Private
8267,1800,Private
8268,43200,Public
8269,980,Public
8270,846,Public
8271,1400,Private
8272,1000,Private
8273,4600,Public
8274,25200,Public
8275,1100,Private
8276,1100,Private
8277,5500,Public
8278,774,Private
8279,1500,Private
8280,682,Private
8281,1000,Private
8282,795,Public
8283,8000,Private
8284,986,Private
8285,2700,Public
8286,852,Private
8287,1500,Public
8288,683,Public
8289,1100,Private
8290,17600,Public
8291,773,Private
8292,824,Private
8293,379,Private
8294,16200,Private
8295,723,Public
8296,950,Private
8297,2600,Private
8298,13200,Private
8299,5500,Public
8300,1300,Public
8301,6100,Private
8302,1800,Public
8303,700,Public
8304,1300,Public
8305,1800,Private
8306,2500,Private
8307,923,Public
8308,291,Public
8309,9600,Public
8310,1100,Private
8311,1400,Private
8312,1700,Public
8313,660,Private
8314,1300,Private
8315,1000,Public
8316,858,Private
8317,2400,Private
8318,1900,Private
8319,2100,Private
8320,1200,Public
8321,48,Private
8322,4100,Private
8323,1900,Private
8324,16100,Public
8325,1100,Public
8326,1000,Private
8327,776,Private
8328,2200,Private
8329,811,Public
8330,864,Public
8331,13400,Private
8332,1100,Public
8333,2600,Private
8334,1800,Private
8335,1000,Public
8336,7900,Private
8337,57,Public
8338,1100,Public
8339,884,Public
8340,3600,Public
8341,2500,Private
8342,2900,Private
8343,700,Public
8344,1100,Private
8345,717,Public
8346,799,Public
8347,578,Private
8348,655,Private
8349,1400,Public
8350,833,Public
8351,921,Public
8352,1800,Public
8353,997,Private
8354,1300,Public
8355,755,Private
8356,1100,Private
8357,1600,Private
8358,2600,Public
8359,2600,Private
8360,959,Private
8361,1400,Private
8362,1500,Private
8363,7700,Public
8364,1800,Private
8365,1200,Public
8366,716,Public
8367,1700,Public
8368,850,Public
8369,2100,Public
8370,10400,Public
8371,437,Public
8372,763,Public
8373,1200,Private
8374,1600,Private
8375,712,Private
8376,668,Private
8377,889,Private
8378,43700,Private
8379,8800,Public
8380,1700,Private
8381,998,Private
8382,1600,Private
8383,1900,Public
8384,10500,Public
8385,2400,Private
8386,910,Public
8387,912,Public
8388,1100,Private
8389,827,Private
8390,231,Private
8391,4600,Public
8392,900,Public
8393,13500,Public
8394,1100,Public
8395,2500,Private
8396,1000,Public
8397,4300,Public
8398,19400,Public
8399,1300,Private
8400,1000,Public
8401,396,Public
8402,671,Public
8403,1300,Public
8404,1900,Public
8405,1100,Private
8406,1100,Private
8407,717,Public
8408,1000,Private
8409,7300,Private
8410,705,Public
8411,2100,Private
8412,1000,Private
8413,4600,Private
8414,780,Private
8415,1100,Public
8416,998,Private
8417,1800,Public
8418,2100,Private
8419,4400,Private
8420,1400,Private
8421,1100,Public
8422,550,Public
8423,728,Public
8424,958,Public
8425,986,Private
8426,987,Public
8427,1100,Public
8428,1100,Public
8429,3000,Public
8430,333,Public
8431,1100,Public
8432,1100,Public
8433,1200,Private
8434,755,Public
8435,1800,Private
8436,790,Private
8437,1000,Private
8438,9100,Private
8439,878,Private
8440,1900,Private
8441,2000,Private
8442,1200,Public
8443,2100,Public
8444,723,Private
8445,1700,Public
8446,609,Private
8447,3000,Private
8448,1400,Public
8449,1100,Public
8450,553,Public
8451,768,Private
8452,1500,Private
8453,2300,Public
8454,1100,Private
8455,765,Public
8456,766,Public
8457,14200,Public
8458,1100,Public
8459,759,Public
8460,723,Private
8461,2700,Private
8462,1200,Public
8463,1200,Private
8464,3000,Public
8465,32400,Private
8466,1800,Public
8467,483,Public
8468,1400,Private
8469,1400,Public
8470,2600,Public
8471,1400,Private
8472,1900,Public
8473,1500,Private
8474,1100,Private
8475,1500,Private
8476,2900,Public
8477,1900,Public
8478,1200,Private
8479,1600,Public
8480,1200,Private
8481,1300,Public
8482,1400,Public
8483,895,Private
8484,962,Private
8485,9000,Public
8486,1800,Private
8487,1300,Private
8488,1100,Private
8489,2200,Private
8490,2100,Public
8491,911,Public
8492,832,Public
8493,1000,Private
8494,1000,Private
8495,786,Private
8496,1200,Private
8497,2000,Private
8498,1800,Public
8499,8200,Private
8500,2200,Public
8501,2000,Public
8502,997,Public
8503,2000,Public
8504,4200,Private
8505,1200,Public
8506,1000,Private
8507,787,Public
8508,13800,Public
8509,882,Public
8510,4200,Public
8511,9900,Private
8512,1100,Public
8513,1200,Public
8514,1100,Public
8515,2300,Public
8516,2900,Public
8517,619,Public
8518,690,Public
8519,7700,Public
8520,755,Public
8521,1400,Public
8522,24900,Private
8523,1200,Private
8524,1700,Private
8525,1300,Private
8526,663,Private
8527,1400,Public
8528,3000,Private
8529,84800,Public
8530,755,Public
8531,93,Private
8532,983,Public
8533,2700,Private
8534,502,Private
8535,1100,Public
8536,1600,Public
8537,1800,Private
8538,2700,Public
8539,2600,Public
8540,2800,Public
8541,2700,Private
8542,413,Public
8543,1200,Private
8544,1200,Public
8545,2100,Public
8546,695,Public
8547,1500,Private
8548,1000,Private
8549,2300,Public
8550,1400,Public
8551,4700,Private
8552,982,Private
8553,1900,Public
8554,2200,Private
8555,848,Public
8556,1300,Private
8557,767,Public
8558,16900,Public
8559,13200,Private
8560,1600,Public
8561,1100,Private
8562,1700,Private
8563,1500,Private
8564,629,Private
8565,2200,Private
8566,853,Public
8567,743,Private
8568,1800,Private
8569,1800,Public
8570,899,Public
8571,3200,Private
8572,1900,Private
8573,594,Private
8574,52600,Private
8575,1200,Private
8576,1400,Private
8577,691,Private
8578,782,Public
8579,1200,Public
8580,1400,Public
8581,934,Public
8582,1000,Public
8583,1300,Public
8584,16200,Public
8585,1100,Private
8586,1100,Private
8587,7100,Private
8588,1800,Public
8589,853,Public
8590,6000,Private
8591,2700,Public
8592,1100,Public
8593,787,Public
8594,7200,Private
8595,1000,Public
8596,1500,Private
8597,787,Private
8598,2200,Public
8599,7300,Private
8600,1700,Public
8601,3500,Private
8602,790,Public
8603,1200,Public
8604,1400,Private
8605,1400,Private
8606,1500,Private
8607,1400,Public
8608,1300,Private
8609,1300,Private
8610,473,Public
8611,1600,Public
8612,1800,Private
8613,3100,Private
8614,1000,Private
8615,12500,Public
8616,4500,Private
8617,2400,Private
8618,1500,Private
8619,784,Public
8620,2200,Public
8621,1900,Private
8622,1100,Public
8623,2900,Public
8624,5100,Private
8625,688,Public
8626,913,Private
8627,2600,Public
8628,630,Private
8629,1300,Private
8630,527,Public
8631,1900,Public
8632,2200,Private
8633,8500,Public
8634,2800,Public
8635,2700,Public
8636,2600,Public
8637,1500,Public
8638,1100,Public
8639,1700,Private
8640,1200,Private
8641,733,Public
8642,1200,Public
8643,1100,Private
8644,1200,Public
8645,891,Public
8646,946,Private
8647,6400,Public
8648,2400,Private
8649,2000,Public
8650,775,Public
8651,5900,Public
8652,1000,Private
8653,1400,Private
8654,863,Public
8655,2400,Private
8656,4600,Public
8657,1800,Public
8658,806,Public
8659,2200,Public
8660,1700,Private
8661,907,Private
8662,10600,Public
8663,992,Public
8664,1200,Public
8665,23100,Private
8666,550,Public
8667,1200,Public
8668,1700,Public
8669,701,Private
8670,985,Public
8671,627,Private
8672,914,Public
8673,1600,Private
8674,1400,Public
8675,1700,Private
8676,975,Private
8677,52500,Public
8678,6500,Private
8679,4700,Public
8680,3700,Public
8681,986,Private
8682,1800,Private
8683,1100,Private
8684,1400,Public
8685,1000,Private
8686,1400,Private
8687,882,Public
8688,1100,Private
8689,1100,Private
8690,4200,Private
8691,1900,Public
8692,532,Public
8693,884,Private
8694,1500,Public
8695,875,Public
8696,996,Public
8697,930,Public
8698,670,Public
8699,579,Public
8700,5100,Public
8701,1200,Public
8702,2800,Public
8703,4800,Private
8704,516,Private
8705,852,Private
8706,591,Private
8707,2400,Private
8708,1200,Public
8709,3300,Private
8710,853,Public
8711,3300,Public
8712,1900,Private
8713,1300,Public
8714,13400,Public
8715,1600,Public
8716,963,Private
8717,1300,Private
8718,1300,Private
8719,2000,Public
8720,2500,Public
8721,1700,Public
8722,1300,Public
8723,6700,Private
8724,1300,Public
8725,989,Private
8726,4200,Public
8727,5200,Private
8728,1800,Public
8729,568,Public
8730,1100,Private
8731,5400,Public
8732,1500,Private
8733,1600,Public
8734,1700,Private
8735,7900,Public
8736,667,Private
8737,859,Public
8738,3200,Public
8739,759,Public
8740,956,Private
8741,2200,Private
8742,848,Public
8743,466,Private
8744,817,Public
8745,1000,Public
8746,627,Public
8747,2300,Private
8748,1000,Private
8749,1800,Private
8750,860,Public
8751,684,Private
8752,496,Private
8753,2200,Public
8754,1100,Public
8755,560,Public
8756,2400,Public
8757,1400,Public
8758,1400,Private
8759,47300,Private
8760,10900,Public
8761,1900,Private
8762,2600,Private
8763,763,Public
8764,3300,Private
8765,1300,Public
8766,2300,Private
8767,1200,Public
8768,972,Public
8769,3600,Public
8770,543,Private
8771,1600,Private
8772,1000,Private
8773,513,Public
8774,4100,Private
8775,3200,Public
8776,1300,Private
8777,8300,Public
8778,2000,Private
8779,3600,Private
8780,78600,Public
8781,1000,Private
8782,897,Private
8783,1000,Public
8784,284700,Public
8785,4600,Private
8786,22900,Public
8787,1300,Private
8788,1600,Private
8789,893,Public
8790,816,Public
8791,1400,Public
8792,542,Public
8793,1200,Public
8794,1000,Private
8795,775,Public
8796,1400,Private
8797,1500,Private
8798,4200,Public
8799,554,Public
8800,1100,Private
8801,2200,Private
8802,3700,Public
8803,1300,Private
8804,1900,Public
8805,5600,Public
8806,991,Private
8807,1600,Private
8808,10500,Private
8809,508,Private
8810,740,Private
8811,3000,Private
8812,13900,Private
8813,7800,Private
8814,1200,Public
8815,1500,Private
8816,2300,Private
8817,1600,Private
8818,823,Private
8819,923,Private
8820,770,Public
8821,779,Private
8822,703,Public
8823,682,Private
8824,1200,Public
8825,3800,Private
8826,933,Private
8827,4300,Private
8828,6500,Private
8829,1000,Private
8830,4200,Public
8831,2100,Private
8832,895,Public
8833,888,Public
8834,1600,Public
8835,7300,Private
8836,937,Public
8837,1200,Private
8838,980,Public
8839,1200,Public
8840,724,Public
8841,750,Public
8842,3400,Private
8843,1900,Private
8844,8500,Public
8845,1100,Private
8846,2800,Private
8847,933,Public
8848,1300,Private
8849,2400,Private
8850,7000,Public
8851,1600,Private
8852,927,Private
8853,1400,Public
8854,863,Private
8855,1700,Public
8856,1200,Public
8857,1600,Public
8858,816,Private
8859,769,Private
8860,778,Public
8861,879,Private
8862,1700,Private
8863,757,Private
8864,988,Public
8865,20200,Public
8866,773,Public
8867,15100,Private
8868,1100,Private
8869,898,Public
8870,1700,Private
8871,1200,Private
8872,819,Public
8873,943,Private
8874,982,Private
8875,1300,Private
8876,815,Public
8877,864,Private
8878,847,Public
8879,488,Private
8880,448,Public
8881,2200,Private
8882,537,Private
8883,1100,Private
8884,13000,Private
8885,783,Private
8886,1200,Public
8887,1500,Public
8888,790,Public
8889,703,Public
8890,7800,Public
8891,775,Public
8892,512,Public
8893,1100,Public
8894,1700,Public
8895,4500,Public
8896,1300,Public
8897,3400,Public
8898,979,Public
8899,759,Public
8900,821,Public
8901,1000,Private
8902,4100,Private
8903,2300,Private
8904,3000,Public
8905,1700,Private
8906,1300,Private
8907,1800,Public
8908,5800,Public
8909,1000,Public
8910,2700,Public
8911,1900,Private
8912,4600,Public
8913,497,Public
8914,7600,Private
8915,4400,Private
8916,6900,Private
8917,1400,Public
8918,1100,Public
8919,982,Private
8920,930,Public
8921,885,Private
8922,495,Public
8923,1300,Private
8924,4900,Public
8925,750,Public
8926,538,Private
8927,1200,Private
8928,637,Private
8929,7400,Public
8930,2000,Public
8931,968,Public
8932,48500,Private
8933,3100,Private
8934,649,Private
8935,920,Public
8936,719,Private
8937,9700,Public
8938,1200,Public
8939,2300,Public
8940,724,Private
8941,7500,Private
8942,3100,Public
8943,1200,Private
8944,1900,Public
8945,1500,Public
8946,2300,Private
8947,1000,Public
8948,2700,Private
8949,5000,Private
8950,1500,Public
8951,1900,Public
8952,1400,Public
8953,5800,Private
8954,337,Private
8955,808,Private
8956,1600,Public
8957,1100,Private
8958,4500,Public
8959,1600,Private
8960,3800,Public
8961,2800,Public
8962,3000,Private
8963,1200,Private
8964,1600,Private
8965,394,Private
8966,10800,Public
8967,1000,Private
8968,660,Private
8969,894,Public
8970,2400,Public
8971,969,Public
8972,478,Public
8973,762,Public
8974,700,Public
8975,1100,Public
8976,4700,Public
8977,4900,Private
8978,532,Public
8979,1000,Private
8980,971,Public
8981,1300,Private
8982,983,Public
8983,1900,Public
8984,1600,Public
8985,1200,Private
8986,774,Public
8987,5300,Private
8988,686,Private
8989,1700,Public
8990,523,Private
8991,1500,Private
8992,21500,Private
8993,1300,Public
8994,807,Private
8995,1100,Private
8996,841,Public
8997,997,Public
8998,6700,Public
8999,2200,Private
9000,750,Public
9001,4400,Private
9002,2300,Private
9003,2500,Private
9004,3000,Public
9005,1200,Private
9006,1600,Private
9007,864,Public
9008,3100,Private
9009,1100,Public
9010,616,Public
9011,1500,Private
9012,723,Public
9013,1300,Public
9014,725,Public
9015,600,Public
9016,863,Private
9017,1600,Public
9018,1200,Public
9019,2100,Public
9020,1500,Public
9021,2500,Public
9022,696,Private
9023,868,Public
9024,2200,Public
9025,1200,Public
9026,846,Private
9027,3800,Public
9028,3500,Private
9029,1400,Public
9030,715,Private
9031,2600,Private
9032,1000,Private
9033,1200,Public
9034,25300,Public
9035,1200,Private
9036,807,Public
9037,642,Public
9038,1500,Private
9039,982,Public
9040,993,Private
9041,1200,Public
9042,935,Public
9043,1600,Private
9044,1100,Private
9045,1200,Public
9046,1600,Private
9047,975,Public
9048,1500,Public
9049,854,Private
9050,1200,Public
9051,1600,Public
9052,837,Private
9053,717,Public
9054,2000,Private
9055,1800,Public
9056,956,Public
9057,5900,Public
9058,2200,Public
9059,750,Private
9060,798,Public
9061,1400,Private
9062,1300,Private
9063,850,Public
9064,1800,Private
9065,5900,Public
9066,828,Public
9067,3200,Public
9068,1600,Private
9069,1500,Private
9070,1300,Private
9071,690,Private
9072,1200,Private
9073,1100,Public
9074,2800,Private
9075,3500,Public
9076,3600,Private
9077,1300,Public
9078,1300,Private
9079,4200,Private
9080,1600,Private
9081,4000,Public
9082,10300,Public
9083,1100,Public
9084,9200,Private
9085,1900,Public
9086,904,Public
9087,1300,Private
9088,2500,Private
9089,406,Public
9090,744,Public
9091,799,Public
9092,1100,Public
9093,1300,Private
9094,1700,Public
9095,171,Public
9096,2200,Private
9097,591,Private
9098,1100,Public
9099,427,Private
9100,2400,Public
9101,1200,Private
9102,4900,Public
9103,493,Public
9104,7200,Public
9105,2300,Public
9106,1500,Private
9107,747,Public
9108,3400,Public
9109,2500,Public
9110,866,Private
9111,851,Private
9112,1900,Public
9113,962,Private
9114,2500,Private
9115,2800,Public
9116,897,Public
9117,798,Private
9118,815,Private
9119,878,Public
9120,1500,Public
9121,924,Public
9122,4200,Public
9123,5500,Public
9124,1500,Public
9125,1100,Private
9126,954,Private
9127,1400,Public
9128,2400,Private
9129,626,Public
9130,1600,Private
9131,7800,Public
9132,3000,Private
9133,980,Private
9134,2400,Private
9135,1300,Private
9136,2000,Public
9137,716,Public
9138,671,Private
9139,1400,Private
9140,1300,Public
9141,737,Private
9142,1500,Public
9143,2700,Public
9144,1300,Private
9145,1100,Private
9146,1300,Private
9147,1200,Private
9148,3500,Private
9149,1400,Public
9150,879,Public
9151,1200,Private
9152,692,Public
9153,395,Public
9154,827,Public
9155,1900,Public
9156,7200,Public
9157,795,Private
9158,3900,Public
9159,1200,Private
9160,3100,Private
9161,903,Private
9162,1400,Public
9163,2100,Private
9164,5400,Public
9165,742,Private
9166,3400,Public
9167,816,Public
9168,862,Private
9169,1400,Public
9170,1200,Private
9171,1300,Public
9172,15700,Private
9173,787,Private
9174,1200,Private
9175,394,Public
9176,735,Public
9177,1200,Private
9178,1400,Public
9179,761,Public
9180,875,Public
9181,3400,Public
9182,943,Private
9183,876,Private
9184,889,Public
9185,1400,Private
9186,827,Public
9187,1500,Private
9188,1400,Public
9189,951,Private
9190,6400,Public
9191,375,Private
9192,816,Private
9193,1100,Private
9194,1600,Private
9195,4200,Public
9196,759,Private
9197,902,Public
9198,638,Private
9199,450,Public
9200,2800,Private
9201,992,Private
9202,2600,Public
9203,1800,Private
9204,1900,Private
9205,3300,Public
9206,4000,Private
9207,3900,Public
9208,2600,Public
9209,1800,Private
9210,2200,Public
9211,17900,Private
9212,1400,Private
9213,1400,Public
9214,2400,Public
9215,255,Private
9216,1200,Private
9217,1100,Public
9218,4600,Public
9219,769,Public
9220,809,Public
9221,12200,Private
9222,1700,Public
9223,1200,Public
9224,703,Public
9225,1800,Private
9226,932,Private
9227,161600,Public
9228,981,Public
9229,881,Private
9230,9700,Public
9231,1800,Private
9232,447,Public
9233,1300,Public
9234,2400,Public
9235,7600,Private
9236,1300,Public
9237,691,Private
9238,641,Private
9239,2300,Private
9240,775,Public
9241,6700,Private
9242,1300,Private
9243,563,Public
9244,4900,Private
9245,677,Private
9246,8700,Public
9247,8500,Private
9248,2800,Private
9249,1600,Public
9250,2000,Private
9251,879,Public
9252,908,Public
9253,2900,Private
9254,444,Public
9255,2500,Private
9256,3900,Private
9257,921,Private
9258,1200,Public
9259,3200,Public
9260,779,Private
9261,1100,Private
9262,1500,Private
9263,15900,Private
9264,1800,Public
9265,1400,Private
9266,1200,Private
9267,178,Private
9268,689,Public
9269,3800,Public
9270,2700,Public
9271,1200,Private
9272,1000,Public
9273,1400,Public
9274,5100,Private
9275,550,Public
9276,1100,Private
9277,1000,Private
9278,874,Private
9279,784,Private
9280,1300,Public
9281,1900,Private
9282,960,Private
9283,720,Public
9284,2300,Private
9285,14300,Public
9286,990,Public
9287,870,Public
9288,919,Private
9289,7900,Private
9290,4600,Public
9291,966,Public
9292,600,Private
9293,862,Private
9294,788,Private
9295,896,Private
9296,1700,Private
9297,1200,Private
9298,807,Private
9299,701,Public
9300,1200,Private
9301,4400,Private
9302,934,Public
9303,1000,Public
9304,731,Private
9305,2800,Public
9306,2100,Private
9307,1200,Public
9308,1400,Private
9309,1100,Public
9310,624,Private
9311,2100,Private
9312,845,Public
9313,725,Public
9314,790,Private
9315,2000,Public
9316,1100,Private
9317,1400,Private
9318,1800,Public
9319,878,Public
9320,654,Private
9321,882,Public
9322,531,Private
9323,874,Private
9324,2300,Private
9325,733,Private
9326,1100,Public
9327,1100,Public
9328,2500,Private
9329,2600,Public
9330,586,Private
9331,2000,Private
9332,972,Private
9333,3100,Private
9334,3100,Public
9335,937,Private
9336,1100,Public
9337,1200,Public
9338,1700,Private
9339,1700,Public
9340,984,Public
9341,2500,Private
9342,1400,Public
9343,6800,Private
9344,1400,Public
9345,2900,Private
9346,1300,Private
9347,1500,Public
9348,7400,Private
9349,3800,Public
9350,828,Public
9351,6700,Public
9352,5300,Public
9353,877,Private
9354,865,Public
9355,977,Private
9356,1000,Private
9357,2100,Public
9358,881,Public
9359,3500,Public
9360,944,Public
9361,9700,Private
9362,3900,Public
9363,686,Private
9364,3100,Public
9365,22200,Public
9366,1100,Public
9367,7700,Private
9368,1400,Private
9369,411,Public
9370,1000,Public
9371,2700,Public
9372,1000,Public
9373,888,Private
9374,2100,Public
9375,2700,Public
9376,3800,Public
9377,1200,Private
9378,1500,Public
9379,740,Private
9380,1000,Public
9381,9500,Public
9382,10800,Public
9383,1000,Private
9384,3300,Public
9385,2500,Public
9386,3100,Private
9387,625,Private
9388,1400,Private
9389,903,Public
9390,588,Private
9391,1500,Public
9392,940,Private
9393,916,Private
9394,669,Private
9395,286,Public
9396,803,Public
9397,1400,Public
9398,11300,Public
9399,1100,Public
9400,856,Public
9401,1500,Public
9402,948,Public
9403,1100,Public
9404,1300,Public
9405,990,Public
9406,1300,Public
9407,891,Public
9408,1500,Public
9409,891,Public
9410,1800,Private
9411,1500,Public
9412,978,Private
9413,2700,Public
9414,968,Private
9415,3800,Public
9416,786,Private
9417,1600,Public
9418,2100,Public
9419,9000,Private
9420,9100,Public
9421,17600,Public
9422,1300,Private
9423,1100,Private
9424,2900,Public
9425,1100,Private
9426,522,Public
9427,1800,Private
9428,1300,Private
9429,818,Public
9430,1200,Private
9431,1200,Private
9432,1100,Private
9433,1400,Public
9434,1100,Public
9435,2100,Private
9436,593,Public
9437,1500,Private
9438,1100,Private
9439,1100,Public
9440,2100,Private
9441,1200,Public
9442,2100,Public
9443,6300,Private
9444,735,Private
9445,1400,Public
9446,11600,Public
9447,2200,Private
9448,2200,Public
9449,1700,Private
9450,1800,Private
9451,2500,Private
9452,9500,Private
9453,7600,Public
9454,1000,Private
9455,8400,Private
9456,9700,Private
9457,1200,Public
9458,2700,Private
9459,886,Private
9460,777,Private
9461,2900,Public
9462,925,Private
9463,1300,Private
9464,7300,Private
9465,4000,Public
9466,2400,Private
9467,8100,Public
9468,885,Private
9469,779,Private
9470,842,Public
9471,1400,Private
9472,1700,Private
9473,2300,Private
9474,890,Public
9475,693,Public
9476,1500,Private
9477,4800,Private
9478,6500,Public
9479,642,Public
9480,851,Public
9481,1000,Public
9482,994,Public
9483,719,Private
9484,1100,Public
9485,975,Private
9486,1400,Private
9487,2100,Public
9488,1100,Public
9489,999,Private
9490,1500,Private
9491,422,Private
9492,1000,Public
9493,377,Public
9494,3100,Public
9495,1400,Private
9496,850,Private
9497,5700,Public
9498,1200,Private
9499,2500,Private
9500,1100,Private
9501,1100,Public
9502,1100,Private
9503,952,Public
9504,1300,Public
9505,2300,Public
9506,1100,Public
9507,1200,Private
9508,724,Private
9509,590,Private
9510,609,Private
9511,475,Public
9512,730,Public
9513,2600,Private
9514,22500,Public
9515,1900,Public
9516,536,Private
9517,664,Public
9518,319,Private
9519,976,Public
9520,1500,Private
9521,647,Public
9522,2800,Private
9523,547,Public
9524,991,Public
9525,352,Public
9526,1400,Private
9527,1200,Private
9528,889,Private
9529,1200,Public
9530,945,Private
9531,6300,Private
9532,1000,Private
9533,3600,Public
9534,823,Private
9535,1500,Private
9536,648,Private
9537,478,Private
9538,973,Private
9539,2100,Private
9540,721,Private
9541,890,Public
9542,937,Public
9543,4200,Private
9544,1600,Private
9545,1800,Private
9546,1700,Public
9547,788,Public
9548,687,Public
9549,1000,Public
9550,1500,Private
9551,1300,Public
9552,1300,Private
9553,843,Public
9554,1100,Private
9555,2300,Public
9556,769,Public
9557,753,Private
9558,510,Private
9559,10300,Public
9560,995,Private
9561,2700,Public
9562,1400,Private
9563,3900,Public
9564,947,Public
9565,2500,Public
9566,851,Private
9567,2300,Public
9568,6100,Public
9569,1400,Private
9570,2800,Private
9571,2900,Public
9572,1600,Private
9573,1700,Public
9574,4900,Private
9575,1700,Public
9576,77,Private
9577,1200,Public
9578,906,Private
9579,16800,Public
9580,2600,Private
9581,1000,Private
9582,3600,Private
9583,822,Private
9584,3200,Private
9585,1600,Private
9586,1800,Private
9587,921,Private
9588,781,Private
9589,4200,Public
9590,4000,Private
9591,3000,Private
9592,1500,Public
9593,5100,Private
9594,711,Private
9595,6500,Public
9596,4800,Public
9597,758,Public
9598,660,Private
9599,200,Public
9600,747,Public
9601,1500,Private
9602,1300,Private
9603,1900,Public
9604,1300,Public
9605,10300,Public
9606,686,Private
9607,622,Public
9608,3300,Private
9609,1400,Private
9610,853,Private
9611,1100,Private
9612,716,Private
9613,924,Private
9614,1000,Public
9615,851,Private
9616,1400,Public
9617,738,Public
9618,890,Private
9619,927,Public
9620,13000,Public
9621,823,Private
9622,693,Private
9623,3700,Private
9624,6900,Private
9625,878,Public
9626,822,Public
9627,1300,Public
9628,3700,Private
9629,1200,Public
9630,803,Private
9631,2400,Private
9632,665,Public
9633,1300,Private
9634,2400,Private
9635,838,Private
9636,891,Public
9637,4400,Private
9638,2500,Private
9639,1700,Private
9640,3000,Private
9641,564,Private
9642,1000,Public
9643,1300,Public
9644,781,Private
9645,1500,Private
9646,1100,Private
9647,19200,Public
9648,751,Private
9649,729,Public
9650,1200,Public
9651,1200,Private
9652,3000,Public
9653,18600,Public
9654,825,Public
9655,1300,Private
9656,5700,Private
9657,654,Public
9658,681,Private
9659,1800,Private
9660,4700,Private
9661,626,Public
9662,781,Private
9663,1400,Private
9664,1600,Private
9665,709,Public
9666,9500,Public
9667,567,Private
9668,645,Private
9669,1600,Private
9670,4200,Private
9671,922,Private
9672,744,Public
9673,1100,Private
9674,1100,Public
9675,2400,Private
9676,1300,Public
9677,5600,Private
9678,1800,Private
9679,3500,Public
9680,1300,Public
9681,6300,Private
9682,1600,Public
9683,2700,Public
9684,1800,Public
9685,750,Public
9686,698,Public
9687,1000,Private
9688,1000,Private
9689,1300,Public
9690,739,Private
9691,961,Public
9692,2100,Public
9693,900,Public
9694,9800,Public
9695,1300,Private
9696,851,Public
9697,1500,Public
9698,2500,Private
9699,75500,Public
9700,5700,Public
9701,1300,Public
9702,4200,Public
9703,1400,Private
9704,16800,Private
9705,1100,Private
9706,815,Public
9707,774,Public
9708,2100,Private
9709,1200,Private
9710,9600,Private
9711,882,Public
9712,1300,Public
9713,835,Private
9714,706,Public
9715,5600,Private
9716,3500,Private
9717,986,Private
9718,6800,Public
9719,998,Public
9720,2600,Public
9721,920,Public
9722,995,Private
9723,1400,Public
9724,1200,Public
9725,3800,Private
9726,559,Public
9727,2100,Public
9728,848,Private
9729,762,Private
9730,854,Private
9731,508,Private
9732,883,Private
9733,821,Private
9734,988,Public
9735,887,Public
9736,1100,Public
9737,1900,Public
9738,2700,Public
9739,1800,Private
9740,843,Private
9741,1600,Public
9742,1300,Public
9743,483,Private
9744,1300,Public
9745,1100,Public
9746,942,Public
9747,2000,Private
9748,526,Public
9749,2100,Private
9750,1300,Private
9751,1800,Public
9752,971,Private
9753,909,Private
9754,1400,Private
